from,to
A/RES/77/113,A/70/PV.110
A/RES/77/113,A/72/PV.101
A/RES/77/113,A/72/PV.102
A/RES/77/113,A/72/PV.103
A/RES/77/113,A/75/PV.88
A/RES/77/113,A/75/PV.89
A/RES/77/113,A/75/PV.90
A/RES/77/113,A/RES/62/272
A/RES/77/113,A/RES/64/297
A/RES/77/113,A/RES/66/282
A/RES/77/113,A/RES/68/276
A/RES/77/113,A/RES/70/291
A/RES/77/113,A/RES/72/284
A/RES/77/113,A/RES/75/291
A/RES/77/113,A/RES/66/10
A/RES/77/113,A/RES/73/305
A/RES/77/113,A/RES/71/291
A/RES/77/113,A/RES/50/6
A/RES/77/113,A/RES/75/1
A/RES/77/113,A/RES/55/2
A/RES/77/113,A/RES/60/1
A/RES/77/113,A/RES/49/60
A/RES/77/113,A/RES/51/210
A/RES/77/113,A/RES/56/1
A/RES/77/113,S/RES/1368
A/RES/77/113,S/RES/1373
A/RES/77/113,S/RES/1377
A/RES/77/113,S/RES/1373
A/RES/77/113,S/RES/1624
A/RES/77/113,A/RES/54/110
A/RES/77/113,A/RES/55/158
A/RES/77/113,A/RES/56/88
A/RES/77/113,A/RES/57/27
A/RES/77/113,A/RES/58/81
A/RES/77/113,A/RES/59/46
A/RES/77/113,A/RES/60/43
A/RES/77/113,A/RES/61/40
A/RES/77/113,A/RES/62/71
A/RES/77/113,A/RES/63/129
A/RES/77/113,A/RES/64/118
A/RES/77/113,A/RES/65/34
A/RES/77/113,A/RES/66/105
A/RES/77/113,A/RES/67/99
A/RES/77/113,A/RES/51/210
A/RES/77/113,A/74/548
A/RES/77/113,A/RES/57/219
A/RES/77/113,A/RES/58/187
A/RES/77/113,A/RES/59/191
A/RES/77/113,A/RES/60/158
A/RES/77/113,A/RES/61/171
A/RES/77/113,A/RES/62/159
A/RES/77/113,A/RES/63/185
A/RES/77/113,A/RES/64/168
A/RES/77/113,A/RES/65/221
A/RES/77/113,A/RES/66/171
A/RES/77/113,A/RES/68/178
A/RES/77/113,A/RES/70/148
A/RES/77/113,A/RES/72/180
A/RES/77/113,A/RES/74/147
A/RES/77/113,A/RES/76/169
A/RES/77/113,A/77/185
A/RES/77/113,A/C.6/77/SR.35
A/RES/77/113,A/RES/62/272
A/RES/77/113,A/RES/64/297
A/RES/77/113,A/RES/66/282
A/RES/77/113,A/RES/68/276
A/RES/77/113,A/RES/70/291
A/RES/77/113,A/RES/72/284
A/RES/77/113,A/RES/75/291
A/RES/77/113,A/RES/51/210
A/RES/77/113,S/RES/1373
A/RES/77/113,S/RES/1373
A/RES/77/113,S/RES/1566
A/RES/77/113,A/RES/51/210
A/RES/77/113,A/RES/76/121
A/RES/77/113,A/RES/49/60
A/RES/77/113,A/RES/51/210
A/RES/77/113,S/RES/1373
A/RES/77/113,A/RES/54/110
A/RES/77/114,A/76/26
A/RES/77/114,A/RES/22
A/RES/77/114,A/RES/169
A/RES/77/114,A/RES/2819
A/RES/77/114,A/AC.154/355
A/RES/77/114,A/AC.154/415
A/RES/77/114,A/AC.154/415
A/RES/77/114,A/C.6/43/7
A/RES/77/114,A/RES/2819
A/RES/77/114,A/AC.154/415
A/RES/77/114,A/76/26
A/RES/77/114,A/RES/76/122
A/RES/77/114,A/74/26
A/RES/77/114,A/RES/2819
A/RES/77/117,A/RES/75/14
A/RES/77/117,A/77/277
A/RES/77/117,A/RES/69/283
A/RES/77/117,A/RES/70/1
A/RES/77/118,A/RES/76/71
A/RES/77/118,A/RES/66/288
A/RES/77/118,A/RES/70/1
A/RES/77/118,A/RES/76/296
A/RES/77/118,A/RES/71/312
A/RES/77/118,A/RES/71/124
A/RES/77/118,A/RES/72/72
A/RES/77/118,A/RES/72/72
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/71/123
A/RES/77/118,A/77/321
A/RES/77/118,FCCC/CP/2015/10/Add.1
A/RES/77/118,A/RES/46/215
A/RES/77/118,UNEP/EA.5/Res.14
A/RES/77/118,A/73/124
A/RES/77/118,E/CN.17/2002/PC.2/3
A/RES/77/118,A/RES/66/288
A/RES/77/118,A/RES/70/1
A/RES/77/118,A/RES/71/312
A/RES/77/118,A/RES/74/3
A/RES/77/118,A/RES/69/15
A/RES/77/118,A/RES/61/105
A/RES/77/118,A/CONF.210/2006/15
A/RES/77/118,A/CONF.210/2010/7
A/RES/77/118,A/CONF.210/2016/5
A/RES/77/118,A/RES/76/71
A/RES/77/118,A/RES/74/18
A/RES/77/118,A/RES/56/13
A/RES/77/118,A/RES/76/71
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/63/112
A/RES/77/118,A/C.2/56/7
A/RES/77/118,A/RES/46/215
A/RES/77/118,A/RES/46/215
A/RES/77/118,A/RES/46/215
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/71/123
A/RES/77/118,A/RES/61/105
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/71/123
A/RES/77/118,A/RES/61/105
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/71/123
A/RES/77/118,A/RES/61/105
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/71/123
A/RES/77/118,A/RES/61/105
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/71/123
A/RES/77/118,A/RES/61/105
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/71/123
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/61/105
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/71/123
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/71/123
A/RES/77/118,A/75/157
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/71/123
A/RES/77/118,A/77/155
A/RES/77/118,A/77/155/Corr.1
A/RES/77/118,A/51/116
A/RES/77/118,A/RES/60/31
A/RES/77/118,A/RES/72/249
A/RES/77/118,A/RES/61/105
A/RES/77/118,A/RES/64/72
A/RES/77/118,A/RES/66/68
A/RES/77/118,A/RES/71/123
A/RES/77/119,A/RES/913
A/RES/77/119,A/77/46
A/RES/77/12,A/RES/57/35
A/RES/77/12,A/RES/59/5
A/RES/77/12,A/RES/61/46
A/RES/77/12,A/RES/63/35
A/RES/77/12,A/RES/65/235
A/RES/77/12,A/RES/67/110
A/RES/77/12,A/RES/69/110
A/RES/77/12,A/RES/71/255
A/RES/77/12,A/RES/73/259
A/RES/77/12,A/RES/71/317
A/RES/77/12,S/RES/1325
A/RES/77/12,S/RES/2538
A/RES/77/12,A/74/811
A/RES/77/12,A/77/277
A/RES/77/12,a/res/70/1
A/RES/77/12,A/RES/217
A/RES/77/120,A/RES/51/122
A/RES/77/120,A/RES/54/68
A/RES/77/120,A/RES/59/2
A/RES/77/120,A/RES/66/71
A/RES/77/120,A/RES/69/85
A/RES/77/120,A/RES/70/1
A/RES/77/120,A/RES/71/90
A/RES/77/120,A/RES/73/91
A/RES/77/120,A/RES/76/3
A/RES/77/120,A/RES/70/1
A/RES/77/120,A/RES/76/3
A/RES/77/120,A/AC.105/C.1/121
A/RES/77/121,A/RES/51/122
A/RES/77/121,A/RES/54/68
A/RES/77/121,A/RES/59/2
A/RES/77/121,A/RES/61/110
A/RES/77/121,A/RES/61/111
A/RES/77/121,A/RES/62/101
A/RES/77/121,A/RES/62/217
A/RES/77/121,A/RES/65/97
A/RES/77/121,A/RES/65/271
A/RES/77/121,A/RES/66/71
A/RES/77/121,A/RES/67/113
A/RES/77/121,A/RES/68/50
A/RES/77/121,A/RES/68/74
A/RES/77/121,A/RES/68/75
A/RES/77/121,A/RES/69/85
A/RES/77/121,A/RES/70/1
A/RES/77/121,A/RES/70/82
A/RES/77/121,A/RES/70/230
A/RES/77/121,A/RES/71/90
A/RES/77/121,A/RES/72/77
A/RES/77/121,A/RES/72/78
A/RES/77/121,A/RES/73/6
A/RES/77/121,A/RES/73/91
A/RES/77/121,A/RES/74/82
A/RES/77/121,A/RES/75/92
A/RES/77/121,A/RES/76/76
A/RES/77/121,A/RES/70/1
A/RES/77/121,A/RES/66/288
A/RES/77/121,A/77/20
A/RES/77/121,A/AC.105/1260
A/RES/77/121,A/RES/76/76
A/RES/77/121,A/77/20
A/RES/77/121,A/AC.105/C.2/112
A/RES/77/121,A/77/20
A/RES/77/121,A/AC.105/1258
A/RES/77/121,A/RES/76/76
A/RES/77/121,A/77/20
A/RES/77/121,A/AC.105/C.1/121
A/RES/77/121,A/77/20
A/RES/77/121,A/AC.105/1138
A/RES/77/121,A/AC.105/C.1/121
A/RES/77/121,A/74/20
A/RES/77/121,A/62/20
A/RES/77/121,A/RES/62/217
A/RES/77/121,A/AC.105/1240
A/RES/77/121,A/RES/61/110
A/RES/77/121,A/RES/69/283
A/RES/77/121,A/72/20
A/RES/77/121,A/77/20
A/RES/77/122,A/RES/194
A/RES/77/122,A/RES/212
A/RES/77/122,A/RES/302
A/RES/77/122,A/RES/76/78
A/RES/77/122,A/77/13
A/RES/77/122,A/RES/2252
A/RES/77/122,A/RES/2341
A/RES/77/122,A/RES/2341
A/RES/77/122,A/RES/2341
A/RES/77/122,S/RES/237
A/RES/77/122,S/RES/259
A/RES/77/122,A/48/486
A/RES/77/122,A/71/849
A/RES/77/122,A/RES/71/93
A/RES/77/122,A/70/272
A/RES/77/122,A/RES/302
A/RES/77/122,A/RES/65/272
A/RES/77/122,A/RES/71/1
A/RES/77/122,A/RES/70/1
A/RES/77/122,A/RES/22
A/RES/77/122,A/RES/75/125
A/RES/77/122,A/RES/75/127
A/RES/77/122,A/RES/ES-10/18
A/RES/77/122,S/RES/1860
A/RES/77/122,S/PRST/2013/15
A/RES/77/122,S/INF/69
A/RES/77/122,S/2015/286
A/RES/77/122,A/HRC/RES/S-21/1
A/RES/77/122,A/HRC/29/52
A/RES/77/122,A/69/711
A/RES/77/122,A/49/13
A/RES/77/122,A/ES-10/794
A/RES/77/122,A/77/314
A/RES/77/122,A/77/6
A/RES/77/122,A/RES/3331
A/RES/77/122,A/RES/3331
A/RES/77/122,A/RES/3331
A/RES/77/122,A/RES/70/1
A/RES/77/122,A/71/849
A/RES/77/123,A/RES/194
A/RES/77/123,A/RES/76/77
A/RES/77/123,A/RES/302
A/RES/77/123,A/77/13
A/RES/77/123,A/71/849
A/RES/77/123,A/48/486
A/RES/77/123,A/RES/194
A/RES/77/123,A/RES/194
A/RES/77/123,A/RES/194
A/RES/77/124,A/RES/194
A/RES/77/124,A/RES/36/146
A/RES/77/124,A/RES/76/79
A/RES/77/124,A/77/281
A/RES/77/124,A/77/259
A/RES/77/124,A/RES/217
A/RES/77/124,A/RES/394
A/RES/77/124,A/5700
A/RES/77/124,A/RES/194
A/RES/77/124,A/48/486
A/RES/77/125,A/77/501
A/RES/77/125,S/RES/497
A/RES/77/125,S/RES/497
A/RES/77/125,S/RES/497
A/RES/77/125,A/RES/76/81
A/RES/77/125,A/RES/76/81
A/RES/77/125,A/RES/76/81
A/RES/77/125,A/RES/76/81
A/RES/77/125,A/RES/76/81
A/RES/77/125,A/RES/76/81
A/RES/77/125,A/77/520
A/RES/77/125,S/RES/237
A/RES/77/125,S/RES/237
A/RES/77/125,S/RES/237
A/RES/77/125,S/RES/242
A/RES/77/125,S/RES/242
A/RES/77/125,S/RES/242
A/RES/77/125,S/RES/338
A/RES/77/125,S/RES/338
A/RES/77/125,S/RES/338
A/RES/77/125,S/RES/497
A/RES/77/125,S/RES/497
A/RES/77/125,S/RES/497
A/RES/77/126,A/RES/76/82
A/RES/77/126,S/RES/242
A/RES/77/126,S/RES/446
A/RES/77/126,S/RES/465
A/RES/77/126,S/RES/476
A/RES/77/126,S/RES/478
A/RES/77/126,S/RES/497
A/RES/77/126,S/RES/904
A/RES/77/126,S/RES/2334
A/RES/77/126,A/RES/217
A/RES/77/126,A/RES/2200
A/RES/77/126,A/ES-10/273
A/RES/77/126,A/ES-10/273/Corr.1
A/RES/77/126,A/RES/ES-10/15
A/RES/77/126,A/RES/ES-10/15
A/RES/77/126,A/RES/ES-10/17
A/RES/77/126,A/HRC/49/87
A/RES/77/126,A/77/356
A/RES/77/126,A/HRC/22/63
A/RES/77/126,A/48/486
A/RES/77/126,S/2003/529
A/RES/77/126,A/RES/67/19
A/RES/77/126,S/2016/595
A/RES/77/126,S/RES/2334
A/RES/77/126,A/76/304
A/RES/77/126,A/76/333
A/RES/77/126,A/76/336
A/RES/77/126,A/77/493
A/RES/77/126,S/RES/446
A/RES/77/126,S/RES/452
A/RES/77/126,S/RES/465
A/RES/77/126,S/RES/476
A/RES/77/126,S/RES/478
A/RES/77/126,S/RES/1515
A/RES/77/126,S/RES/2334
A/RES/77/126,S/RES/2334
A/RES/77/126,S/RES/904
A/RES/77/126,A/ES-10/794
A/RES/77/126,A/69/711
A/RES/77/126,S/RES/2334
A/RES/77/126,A/HRC/RES/17/4
A/RES/77/126,A/66/53
A/RES/77/126,A/HRC/17/31
A/RES/77/127,A/RES/67/123
A/RES/77/127,A/RES/76/83
A/RES/77/127,A/RES/70/262
A/RES/77/127,S/RES/2282
A/RES/77/127,A/RES/72/276
A/RES/77/127,S/RES/2413
A/RES/77/127,A/RES/75/201
A/RES/77/127,S/RES/2558
A/RES/77/127,A/RES/75/1
A/RES/77/127,A/RES/76/6
A/RES/77/127,A/66/340
A/RES/77/127,A/66/7/Add.21
A/RES/77/127,A/RES/76/305
A/RES/77/127,A/RES/72/262c
A/RES/77/127,A/RES/76/83
A/RES/77/127,A/77/283
A/RES/77/127,A/RES/70/262
A/RES/77/127,S/RES/2282
A/RES/77/128 A-B,A/77/21
A/RES/77/128 A-B,A/RES/13
A/RES/77/128 A-B,A/RES/76/84a-b
A/RES/77/128 A-B,A/HRC/47/25
A/RES/77/128 A-B,A/75/982
A/RES/77/128 A-B,A/RES/75/267
A/RES/77/128 A-B,A/RES/73/346
A/RES/77/128 A-B,A/RES/2200
A/RES/77/128 A-B,A/RES/76/84a-b
A/RES/77/128 A-B,A/RES/73/195
A/RES/77/128 A-B,A/RES/71/1
A/RES/77/128 A-B,A/AC.198/2022/2
A/RES/77/128 A-B,A/AC.198/2022/3
A/RES/77/128 A-B,A/AC.198/2022/4
A/RES/77/128 A-B,A/RES/74/306
A/RES/77/128 A-B,A/RES/73/346
A/RES/77/128 A-B,ST/SGB/2018/3
A/RES/77/128 A-B,A/AC.198/2022/3
A/RES/77/128 A-B,A/RES/73/346
A/RES/77/128 A-B,A/RES/73/346
A/RES/77/128 A-B,A/RES/70/125
A/RES/77/128 A-B,A/C.2/59/3
A/RES/77/128 A-B,A/60/687
A/RES/77/128 A-B,A/74/821
A/RES/77/128 A-B,A/RES/70/1
A/RES/77/128 A-B,A/57/304
A/RES/77/128 A-B,A/RES/260
A/RES/77/128 A-B,A/RES/217
A/RES/77/128 A-B,A/RES/75/267
A/RES/77/128 A-B,A/RES/76/227
A/RES/77/128 A-B,A/HRC/RES/49/21
A/RES/77/128 A-B,A/RES/75/123
A/RES/77/128 A-B,A/RES/68/237
A/RES/77/128 A-B,A/RES/69/16
A/RES/77/128 A-B,A/RES/69/16
A/RES/77/128 A-B,A/RES/72/239
A/RES/77/128 A-B,A/RES/74/135
A/RES/77/128 A-B,A/RES/73/1
A/RES/77/128 A-B,A/RES/72/72
A/RES/77/128 A-B,A/RES/75/279
A/RES/77/128 A-B,A/RES/76/14
A/RES/77/128 A-B,A/RES/76/129
A/RES/77/128 A-B,A/RES/62/214
A/RES/77/128 A-B,A/RES/70/286
A/RES/77/128 A-B,A/RES/75/321
A/RES/77/128 A-B,A/RES/75/132
A/RES/77/128 A-B,A/RES/75/281
A/RES/77/128 A-B,A/76/702
A/RES/77/128 A-B,S/RES/2242
A/RES/77/128 A-B,S/RES/2272
A/RES/77/128 A-B,A/RES/72/241
A/RES/77/128 A-B,A/RES/56/6
A/RES/77/128 A-B,A/RES/69/312
A/RES/77/128 A-B,A/AC.198/2014/3
A/RES/77/128 A-B,A/RES/73/346
A/RES/77/128 A-B,A/RES/73/346
A/RES/77/128 A-B,A/73/761
A/RES/77/128 A-B,A/RES/74/252
A/RES/77/128 A-B,A/RES/76/84a-b
A/RES/77/128 A-B,A/RES/35/201
A/RES/77/128 A-B,A/RES/41/68
A/RES/77/129,A/RES/1970
A/RES/77/129,A/RES/1514
A/RES/77/129,A/RES/76/85
A/RES/77/129,A/RES/1970
A/RES/77/129,A/RES/75/123
A/RES/77/129,A/77/63
A/RES/77/129,A/RES/1970
A/RES/77/13,A/77/277
A/RES/77/13,A/RES/59/50
A/RES/77/13,A/RES/64/256
A/RES/77/13,A/RES/65/122
A/RES/77/13,A/RES/67/6
A/RES/77/13,A/RES/69/12
A/RES/77/13,A/RES/71/12
A/RES/77/13,A/RES/73/331
A/RES/77/13,A/RES/75/276
A/RES/77/13,A/RES/49/57
A/RES/77/13,S/RES/1631
A/RES/77/13,S/PRST/2010/1
A/RES/77/13,S/INF/65
A/RES/77/13,S/PRST/2013/12
A/RES/77/13,S/INF/69
A/RES/77/13,A/RES/60/288
A/RES/77/13,E/2009/28
A/RES/77/13,A/RES/S-30/1
A/RES/77/130,A/77/23
A/RES/77/130,A/RES/1514
A/RES/77/130,A/RES/46/181
A/RES/77/130,A/RES/55/146
A/RES/77/130,A/RES/65/119
A/RES/77/130,A/RES/75/123
A/RES/77/130,A/RES/1514
A/RES/77/130,A/RES/1803
A/RES/77/130,A/RES/70/1
A/RES/77/130,A/RES/76/204
A/RES/77/130,A/RES/1514
A/RES/77/130,A/RES/2621
A/RES/77/130,A/RES/1514
A/RES/77/131,A/77/66
A/RES/77/131,E/2022/51
A/RES/77/131,A/77/23
A/RES/77/131,A/RES/1514
A/RES/77/131,A/RES/1541
A/RES/77/131,E/RES/2021/2
A/RES/77/131,E/RES/2021/2b
A/RES/77/131,A/RES/1514
A/RES/77/131,A/RES/1514
A/RES/77/131,A/RES/76/87
A/RES/77/131,A/RES/1514
A/RES/77/131,A/RES/1514
A/RES/77/131,A/RES/1514
A/RES/77/131,A/RES/1514
A/RES/77/131,E/1998/41
A/RES/77/132,A/RES/76/88
A/RES/77/132,A/77/67
A/RES/77/132,A/RES/845
A/RES/77/133,A/RES/1514
A/RES/77/133,A/RES/1514
A/RES/77/133,A/RES/1541
A/RES/77/133,A/RES/76/89
A/RES/77/133,S/RES/658
A/RES/77/133,S/RES/690
A/RES/77/133,S/RES/1359
A/RES/77/133,S/RES/1429
A/RES/77/133,S/RES/1495
A/RES/77/133,S/RES/1541
A/RES/77/133,S/RES/1570
A/RES/77/133,S/RES/1598
A/RES/77/133,S/RES/1634
A/RES/77/133,S/RES/1675
A/RES/77/133,S/RES/1720
A/RES/77/133,S/RES/1754
A/RES/77/133,S/RES/1783
A/RES/77/133,S/RES/1813
A/RES/77/133,S/RES/1871
A/RES/77/133,S/RES/1920
A/RES/77/133,S/RES/1979
A/RES/77/133,S/RES/2044
A/RES/77/133,S/RES/2099
A/RES/77/133,S/RES/2152
A/RES/77/133,S/RES/2218
A/RES/77/133,S/RES/2285
A/RES/77/133,S/RES/2351
A/RES/77/133,S/RES/2414
A/RES/77/133,S/RES/2440
A/RES/77/133,S/RES/2468
A/RES/77/133,S/RES/2494
A/RES/77/133,S/RES/2548
A/RES/77/133,S/RES/2602
A/RES/77/133,A/77/23
A/RES/77/133,A/77/506
A/RES/77/133,S/RES/1754
A/RES/77/133,S/RES/1783
A/RES/77/133,S/RES/1813
A/RES/77/133,S/RES/1871
A/RES/77/133,S/RES/1920
A/RES/77/133,S/RES/1979
A/RES/77/133,S/RES/2044
A/RES/77/133,S/RES/2099
A/RES/77/133,S/RES/2152
A/RES/77/133,S/RES/2218
A/RES/77/133,S/RES/2285
A/RES/77/133,S/RES/2351
A/RES/77/133,S/RES/2414
A/RES/77/133,S/RES/2440
A/RES/77/133,S/RES/2468
A/RES/77/133,S/RES/2494
A/RES/77/133,S/RES/2548
A/RES/77/133,S/RES/2602
A/RES/77/133,S/RES/1754
A/RES/77/133,S/RES/1783
A/RES/77/133,S/RES/1813
A/RES/77/133,S/RES/1871
A/RES/77/133,S/RES/1920
A/RES/77/133,S/RES/1979
A/RES/77/133,S/RES/2044
A/RES/77/133,S/RES/2099
A/RES/77/133,S/RES/2152
A/RES/77/133,S/RES/2218
A/RES/77/133,S/RES/2285
A/RES/77/133,S/RES/2351
A/RES/77/133,S/RES/2414
A/RES/77/133,S/RES/2440
A/RES/77/133,S/RES/2468
A/RES/77/133,S/RES/2494
A/RES/77/133,S/RES/2548
A/RES/77/133,S/RES/2602
A/RES/77/134,A/77/23
A/RES/77/134,A/AC.109/2022/1
A/RES/77/134,A/RES/1514
A/RES/77/134,A/RES/1541
A/RES/77/134,A/RES/1514
A/RES/77/134,A/56/61
A/RES/77/134,A/RES/1514
A/RES/77/134,A/RES/75/123
A/RES/77/134,A/AC.109/2021/1
A/RES/77/134,A/RES/1514
A/RES/77/134,A/RES/1541
A/RES/77/134,A/RES/70/1
A/RES/77/135,A/77/23
A/RES/77/135,A/AC.109/2022/2
A/RES/77/135,A/RES/1514
A/RES/77/135,A/RES/1514
A/RES/77/135,A/RES/1514
A/RES/77/135,A/RES/1541
A/RES/77/135,A/RES/1541
A/RES/77/135,A/RES/1541
A/RES/77/135,A/RES/1514
A/RES/77/135,A/56/61
A/RES/77/135,A/RES/1514
A/RES/77/135,A/RES/75/123
A/RES/77/135,A/AC.109/2021/2
A/RES/77/135,A/RES/1514
A/RES/77/135,A/RES/1541
A/RES/77/135,A/RES/1541
A/RES/77/135,A/RES/1541
A/RES/77/135,A/RES/70/1
A/RES/77/136,A/77/23
A/RES/77/136,A/AC.109/2022/3
A/RES/77/136,A/RES/1514
A/RES/77/136,A/RES/1541
A/RES/77/136,A/RES/1514
A/RES/77/136,A/56/61
A/RES/77/136,A/RES/1514
A/RES/77/136,A/RES/75/123
A/RES/77/136,A/RES/1541
A/RES/77/136,A/AC.109/2021/3
A/RES/77/136,A/RES/1514
A/RES/77/136,A/RES/1541
A/RES/77/136,A/RES/70/1
A/RES/77/137,A/77/23
A/RES/77/137,A/AC.109/2022/4
A/RES/77/137,A/RES/1514
A/RES/77/137,A/RES/1541
A/RES/77/137,A/RES/1514
A/RES/77/137,A/56/61
A/RES/77/137,A/RES/1514
A/RES/77/137,A/RES/75/123
A/RES/77/137,A/AC.109/2019/4
A/RES/77/137,A/RES/1514
A/RES/77/137,A/RES/1541
A/RES/77/137,A/RES/70/1
A/RES/77/138,A/77/23
A/RES/77/138,A/AC.109/2022/5
A/RES/77/138,A/RES/1514
A/RES/77/138,A/RES/1541
A/RES/77/138,A/RES/1514
A/RES/77/138,A/56/61
A/RES/77/138,A/RES/1514
A/RES/77/138,A/RES/75/123
A/RES/77/138,A/AC.109/2021/5
A/RES/77/138,A/RES/1514
A/RES/77/138,A/RES/1541
A/RES/77/138,A/RES/70/1
A/RES/77/139,A/77/23
A/RES/77/139,A/AC.109/2022/7
A/RES/77/139,A/RES/1514
A/RES/77/139,A/RES/1541
A/RES/77/139,A/RES/67/265
A/RES/77/139,A/RES/1514
A/RES/77/139,A/74/548
A/RES/77/139,A/RES/1514
A/RES/77/139,A/RES/1514
A/RES/77/139,A/RES/1541
A/RES/77/139,A/RES/76/75
A/RES/77/139,A/72/74
A/RES/77/139,A/RES/71/120
A/RES/77/139,A/C.4/76/SR.3
A/RES/77/139,A/RES/1514
A/RES/77/139,A/RES/1541
A/RES/77/139,A/RES/67/265
A/RES/77/139,A/C.4/71/SR.3
A/RES/77/139,A/RES/71/120
A/RES/77/14,A/RES/54/10
A/RES/77/14,A/RES/59/21
A/RES/77/14,A/RES/61/223
A/RES/77/14,A/RES/63/143
A/RES/77/14,A/RES/65/139
A/RES/77/14,A/RES/67/252
A/RES/77/14,A/RES/69/311
A/RES/77/14,A/RES/71/324
A/RES/77/14,A/RES/73/339
A/RES/77/14,S/RES/2457
A/RES/77/14,A/75/345
A/RES/77/14,A/RES/70/1
A/RES/77/140,A/77/23
A/RES/77/140,A/AC.109/2022/9
A/RES/77/140,A/RES/76/96
A/RES/77/140,A/RES/1514
A/RES/77/140,A/RES/1541
A/RES/77/140,A/RES/1514
A/RES/77/140,A/56/61
A/RES/77/140,A/RES/1514
A/RES/77/140,A/RES/75/123
A/RES/77/140,A/RES/1514
A/RES/77/140,A/RES/57/140
A/RES/77/140,A/RES/35/118
A/RES/77/140,A/AC.109/2021/9
A/RES/77/140,A/RES/1514
A/RES/77/140,A/RES/1541
A/RES/77/140,A/RES/217
A/RES/77/140,A/RES/70/1
A/RES/77/141,A/77/23
A/RES/77/141,A/AC.109/2022/10
A/RES/77/141,A/RES/1514
A/RES/77/141,A/RES/1541
A/RES/77/141,A/RES/1514
A/RES/77/141,A/56/61
A/RES/77/141,A/RES/1514
A/RES/77/141,A/RES/75/123
A/RES/77/141,A/AC.109/2020/10
A/RES/77/141,A/AC.109/2020/20
A/RES/77/141,A/RES/1514
A/RES/77/141,A/RES/1541
A/RES/77/141,A/RES/70/1
A/RES/77/142,A/77/23
A/RES/77/142,A/RES/1514
A/RES/77/142,A/RES/1541
A/RES/77/142,A/RES/1541
A/RES/77/142,A/AC.109/2114
A/RES/77/142,A/HRC/18/35/Add.6
A/RES/77/142,A/RES/1514
A/RES/77/142,A/AC.109/2014/20/Rev.1
A/RES/77/142,A/AC.109/2018/20
A/RES/77/142,A/72/23
A/RES/77/142,A/RES/1541
A/RES/77/142,A/RES/1514
A/RES/77/142,A/RES/1541
A/RES/77/142,A/RES/68/87
A/RES/77/142,A/RES/69/97
A/RES/77/143,A/77/23
A/RES/77/143,A/AC.109/2022/12
A/RES/77/143,A/RES/1514
A/RES/77/143,A/RES/1541
A/RES/77/143,A/RES/1514
A/RES/77/143,A/56/61
A/RES/77/143,A/RES/1514
A/RES/77/143,A/RES/75/123
A/RES/77/143,A/AC.109/2015/5
A/RES/77/143,A/AC.109/2022/12
A/RES/77/143,A/RES/1514
A/RES/77/143,A/RES/1541
A/RES/77/143,A/RES/70/1
A/RES/77/144,A/77/23
A/RES/77/144,A/AC.109/2022/13
A/RES/77/144,A/RES/1514
A/RES/77/144,A/RES/1541
A/RES/77/144,A/RES/1514
A/RES/77/144,A/56/61
A/RES/77/144,A/RES/1514
A/RES/77/144,A/RES/75/123
A/RES/77/144,A/AC.109/2020/13
A/RES/77/144,A/RES/1514
A/RES/77/144,A/RES/1541
A/RES/77/144,A/RES/70/1
A/RES/77/145,A/77/23
A/RES/77/145,A/RES/1514
A/RES/77/145,A/RES/76/101
A/RES/77/145,A/RES/70/1
A/RES/77/145,FCCC/CP/2015/10/Add.1
A/RES/77/146,A/77/23
A/RES/77/146,A/AC.109/2022/15
A/RES/77/146,A/RES/1514
A/RES/77/146,A/RES/1541
A/RES/77/146,A/RES/1514
A/RES/77/146,A/56/61
A/RES/77/146,A/RES/1514
A/RES/77/146,A/RES/75/123
A/RES/77/146,A/AC.109/2021/15
A/RES/77/146,A/RES/1514
A/RES/77/146,A/RES/1541
A/RES/77/146,A/RES/70/1
A/RES/77/147,A/77/23
A/RES/77/147,A/AC.109/2022/16
A/RES/77/147,A/RES/1514
A/RES/77/147,A/RES/1541
A/RES/77/147,A/RES/1514
A/RES/77/147,A/56/61
A/RES/77/147,A/RES/1514
A/RES/77/147,A/RES/75/123
A/RES/77/147,A/AC.109/2021/16
A/RES/77/147,A/RES/1514
